,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year
233,S001180,"Schrader, Kurt",Democratic,Oregon,https://api.congress.gov/v3/member/S001180?format=json,5.0,,,2009,2023
234,K000368,"Kirkpatrick, Ann",Democratic,Arizona,https://api.congress.gov/v3/member/K000368?format=json,2.0,,,2009,2011
235,R000072,"Ravenel, Arthur, Jr.",Republican,South Carolina,https://api.congress.gov/v3/member/R000072?format=json,1.0,,,1987,1995
236,P000523,"Price, David E.",Democratic,North Carolina,https://api.congress.gov/v3/member/P000523?format=json,4.0,,,1987,1995
237,P000449,"Portman, Rob",Republican,Ohio,https://api.congress.gov/v3/member/P000449?format=json,,2023,2011,1993,2007
238,T000461,"Toomey, Patrick",Republican,Pennsylvania,https://api.congress.gov/v3/member/T000461?format=json,,2023,2011,1999,2005
239,K000188,"Kind, Ron",Democratic,Wisconsin,https://api.congress.gov/v3/member/K000188?format=json,3.0,,,1997,2023
240,B000755,"Brady, Kevin",Republican,Texas,https://api.congress.gov/v3/member/B000755?format=json,8.0,,,1997,2023
241,B000575,"Blunt, Roy",Republican,Missouri,https://api.congress.gov/v3/member/B000575?format=json,,2023,2011,1997,2011
242,Y000033,"Young, Don",Republican,Alaska,https://api.congress.gov/v3/member/Y000033?format=json,,,,1973,2022
243,U000031,"Upton, Fred",Republican,Michigan,https://api.congress.gov/v3/member/U000031?format=json,6.0,,,1987,2023
244,S000393,"Shumway, Norman D.",Republican,California,https://api.congress.gov/v3/member/S000393?format=json,14.0,,,1979,1991
245,S000320,"Shelby, Richard C.",Republican,Alabama,https://api.congress.gov/v3/member/S000320?format=json,,2023,1987,1979,1987
246,R000515,"Rush, Bobby L.",Democratic,Illinois,https://api.congress.gov/v3/member/R000515?format=json,1.0,,,1993,2023
247,R000486,"Roybal-Allard, Lucille",Democratic,California,https://api.congress.gov/v3/member/R000486?format=json,40.0,,,1993,2023
248,M000087,"Maloney, Carolyn B.",Democratic,New York,https://api.congress.gov/v3/member/M000087?format=json,12.0,,,1993,2023
249,L000174,"Leahy, Patrick J.",Democratic,Vermont,https://api.congress.gov/v3/member/L000174?format=json,,2023,1975,,
250,C000802,"Cotton, Norris",Republican,New Hampshire,https://api.congress.gov/v3/member/C000802?format=json,,1977,1953,1947,1953
251,C000721,"Cook, Marlow W.",Republican,Kentucky,https://api.congress.gov/v3/member/C000721?format=json,,1975,1967,,
252,G000552,"Gohmert, Louie",Republican,Texas,https://api.congress.gov/v3/member/G000552?format=json,1.0,,,2005,2023
253,B001251,"Butterfield, G. K.",Democratic,North Carolina,https://api.congress.gov/v3/member/B001251?format=json,1.0,,,2004,2022
254,R000577,"Ryan, Tim",Democratic,Ohio,https://api.congress.gov/v3/member/R000577?format=json,13.0,,,2003,2023
255,L000559,"Langevin, James R.",Democratic,Rhode Island,https://api.congress.gov/v3/member/L000559?format=json,2.0,,,2001,2023
256,C000754,"Cooper, Jim",Democratic,Tennessee,https://api.congress.gov/v3/member/C000754?format=json,5.0,,,1983,1995
257,C000266,"Chabot, Steve",Republican,Ohio,https://api.congress.gov/v3/member/C000266?format=json,1.0,,,1995,2009
258,B001135,"Burr, Richard",Republican,North Carolina,https://api.congress.gov/v3/member/B001135?format=json,,2023,2005,1995,2005
259,D000482,"Doyle, Michael F.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/D000482?format=json,18.0,,,1995,2022
260,D000191,"DeFazio, Peter A.",Democratic,Oregon,https://api.congress.gov/v3/member/D000191?format=json,4.0,,,1987,2023
261,L000265,"Levitas, Elliott H.",Democratic,Georgia,https://api.congress.gov/v3/member/L000265?format=json,4.0,,,1975,1985
262,K000306,"Kolbe, Jim",Republican,Arizona,https://api.congress.gov/v3/member/K000306?format=json,8.0,,,1985,2007
263,J000126,"Johnson, Eddie Bernice",Democratic,Texas,https://api.congress.gov/v3/member/J000126?format=json,30.0,,,1993,2023
264,I000024,"Inhofe, James M.",Republican,Oklahoma,https://api.congress.gov/v3/member/I000024?format=json,,2023,1994,1987,1995
265,H000878,"Hubbard, Carroll, Jr.",Democratic,Kentucky,https://api.congress.gov/v3/member/H000878?format=json,1.0,,,1975,1993
266,H000624,"Hillis, Elwood H.",Republican,Indiana,https://api.congress.gov/v3/member/H000624?format=json,5.0,,,1971,1987
267,S001221,"Scholten, Hillary J.",Democratic,Michigan,https://api.congress.gov/v3/member/S001221?format=json,3.0,,,2023,
268,J000309,"Jackson, Jonathan L.",Democratic,Illinois,https://api.congress.gov/v3/member/J000309?format=json,1.0,,,2023,
269,R000617,"Ramirez, Delia C.",Democratic,Illinois,https://api.congress.gov/v3/member/R000617?format=json,3.0,,,2023,
270,C001130,"Crockett, Jasmine",Democratic,Texas,https://api.congress.gov/v3/member/C001130?format=json,30.0,,,2023,
271,S001223,"Sykes, Emilia Strong",Democratic,Ohio,https://api.congress.gov/v3/member/S001223?format=json,13.0,,,2023,
272,M000687,"Mfume, Kweisi",Democratic,Maryland,https://api.congress.gov/v3/member/M000687?format=json,7.0,,,1987,1997
273,L000592,"Levin, Andy",Democratic,Michigan,https://api.congress.gov/v3/member/L000592?format=json,9.0,,,2019,2023
274,Y000067,"Yakym, Rudy",Republican,Indiana,https://api.congress.gov/v3/member/Y000067?format=json,2.0,,,2022,
275,T000480,"Timmons, William R. IV",Republican,South Carolina,https://api.congress.gov/v3/member/T000480?format=json,4.0,,,2019,
276,S001219,"Sempolinski, Joseph",Republican,New York,https://api.congress.gov/v3/member/S001219?format=json,23.0,,,2022,2023
277,R000579,"Ryan, Patrick",Democratic,New York,https://api.congress.gov/v3/member/R000579?format=json,18.0,,,2022,
278,P000619,"Peltola, Mary Sattler",Democratic,Alaska,https://api.congress.gov/v3/member/P000619?format=json,,,,2022,
279,M001215,"Miller-Meeks, Mariannette",Republican,Iowa,https://api.congress.gov/v3/member/M001215?format=json,1.0,,,2021,
280,F000473,"Flores, Mayra",Republican,Texas,https://api.congress.gov/v3/member/F000473?format=json,34.0,,,2022,2023
281,F000474,"Flood, Mike",Republican,Nebraska,https://api.congress.gov/v3/member/F000474?format=json,1.0,,,2022,
282,F000475,"Finstad, Brad",Republican,Minnesota,https://api.congress.gov/v3/member/F000475?format=json,1.0,,,2022,
283,E000071,"Ellzey, Jake",Republican,Texas,https://api.congress.gov/v3/member/E000071?format=json,6.0,,,2021,
284,C001128,"Conway, Connie",Republican,California,https://api.congress.gov/v3/member/C001128?format=json,22.0,,,2022,2023
285,C001127,"Cherfilus-McCormick, Sheila",Democratic,Florida,https://api.congress.gov/v3/member/C001127?format=json,20.0,,,2022,
286,C001125,"Carter, Troy",Democratic,Louisiana,https://api.congress.gov/v3/member/C001125?format=json,2.0,,,2021,
287,Z000018,"Zinke, Ryan K.",Republican,Montana,https://api.congress.gov/v3/member/Z000018?format=json,1.0,,,2015,2017
288,L000594,"Loeffler, Kelly",Republican,Georgia,https://api.congress.gov/v3/member/L000594?format=json,,2021,2020,,
289,W000827,"Wright, Ron",Republican,Texas,https://api.congress.gov/v3/member/W000827?format=json,6.0,,,2019,2021
290,D000630,"Delgado, Antonio",Democratic,New York,https://api.congress.gov/v3/member/D000630?format=json,19.0,,,2019,2022
291,H001080,"Haaland, Debra A.",Democratic,New Mexico,https://api.congress.gov/v3/member/H001080?format=json,1.0,,,2019,2021
292,H001088,"Hagedorn, Jim",Republican,Minnesota,https://api.congress.gov/v3/member/H001088?format=json,1.0,,,2019,2022
293,C001111,"Crist, Charlie",Democratic,Florida,https://api.congress.gov/v3/member/C001111?format=json,13.0,,,2017,2022
294,H001075,"Harris, Kamala D.",Democratic,California,https://api.congress.gov/v3/member/H001075?format=json,,2021,2017,,
295,V000132,"Vela, Filemon",Democratic,Texas,https://api.congress.gov/v3/member/V000132?format=json,34.0,,,2013,2022
296,D000610,"Deutch, Theodore E.",Democratic,Florida,https://api.congress.gov/v3/member/D000610?format=json,22.0,,,2010,2022
297,S001187,"Stivers, Steve",Republican,Ohio,https://api.congress.gov/v3/member/S001187?format=json,15.0,,,2011,2021
298,R000588,"Richmond, Cedric L.",Democratic,Louisiana,https://api.congress.gov/v3/member/R000588?format=json,2.0,,,2011,2021
299,F000455,"Fudge, Marcia L.",Democratic,Ohio,https://api.congress.gov/v3/member/F000455?format=json,11.0,,,2008,2021
300,F000449,"Fortenberry, Jeff",Republican,Nebraska,https://api.congress.gov/v3/member/F000449?format=json,1.0,,,2005,2022
301,N000181,"Nunes, Devin",Republican,California,https://api.congress.gov/v3/member/N000181?format=json,22.0,,,2003,2022
302,H000324,"Hastings, Alcee L.",Democratic,Florida,https://api.congress.gov/v3/member/H000324?format=json,20.0,,,1993,2021
303,C001126,"Carey, Mike",Republican,Ohio,https://api.congress.gov/v3/member/C001126?format=json,15.0,,,2021,
304,B001313,"Brown, Shontel M.",Democratic,Ohio,https://api.congress.gov/v3/member/B001313?format=json,11.0,,,2021,
305,L000595,"Letlow, Julia",Republican,Louisiana,https://api.congress.gov/v3/member/L000595?format=json,5.0,,,2021,
306,O000019,"Obernolte, Jay",Republican,California,https://api.congress.gov/v3/member/O000019?format=json,23.0,,,2021,
307,K000397,"Kim, Young",Republican,California,https://api.congress.gov/v3/member/K000397?format=json,40.0,,,2021,
308,C001054,"Carl, Jerry L.",Republican,Alabama,https://api.congress.gov/v3/member/C001054?format=json,1.0,,,2021,
309,W000788,"Williams, Nikema",Democratic,Georgia,https://api.congress.gov/v3/member/W000788?format=json,5.0,,,2021,
310,V000134,"Van Duyne, Beth",Republican,Texas,https://api.congress.gov/v3/member/V000134?format=json,24.0,,,2021,
311,T000486,"Torres, Ritchie",Democratic,New York,https://api.congress.gov/v3/member/T000486?format=json,15.0,,,2021,
312,S001159,"Strickland, Marilyn",Democratic,Washington,https://api.congress.gov/v3/member/S001159?format=json,10.0,,,2021,
313,S001135,"Steel, Michelle",Republican,California,https://api.congress.gov/v3/member/S001135?format=json,45.0,,,2021,
314,S000929,"Spartz, Victoria",Republican,Indiana,https://api.congress.gov/v3/member/S000929?format=json,5.0,,,2021,
315,S000168,"Salazar, Maria Elvira",Republican,Florida,https://api.congress.gov/v3/member/S000168?format=json,27.0,,,2021,
316,R000305,"Ross, Deborah K.",Democratic,North Carolina,https://api.congress.gov/v3/member/R000305?format=json,2.0,,,2021,
317,R000103,"Rosendale Sr., Matthew M.",Republican,Montana,https://api.congress.gov/v3/member/R000103?format=json,2.0,,,2021,
318,P000048,"Pfluger, August",Republican,Texas,https://api.congress.gov/v3/member/P000048?format=json,11.0,,,2021,
319,O000086,"Owens, Burgess",Republican,Utah,https://api.congress.gov/v3/member/O000086?format=json,4.0,,,2021,
320,N000026,"Nehls, Troy E.",Republican,Texas,https://api.congress.gov/v3/member/N000026?format=json,22.0,,,2021,
321,M001214,"Mrvan, Frank J.",Democratic,Indiana,https://api.congress.gov/v3/member/M001214?format=json,1.0,,,2021,
322,M001213,"Moore, Blake D.",Republican,Utah,https://api.congress.gov/v3/member/M001213?format=json,1.0,,,2021,
323,M001212,"Moore, Barry",Republican,Alabama,https://api.congress.gov/v3/member/M001212?format=json,2.0,,,2021,
324,M001211,"Miller, Mary E.",Republican,Illinois,https://api.congress.gov/v3/member/M001211?format=json,15.0,,,2021,
325,M001136,"McClain, Lisa C.",Republican,Michigan,https://api.congress.gov/v3/member/M001136?format=json,9.0,,,2021,
326,M001135,"Manning, Kathy E.",Democratic,North Carolina,https://api.congress.gov/v3/member/M001135?format=json,6.0,,,2021,
327,M000871,"Mann, Tracey",Republican,Kansas,https://api.congress.gov/v3/member/M000871?format=json,1.0,,,2021,
328,M000317,"Malliotakis, Nicole",Republican,New York,https://api.congress.gov/v3/member/M000317?format=json,11.0,,,2021,
329,M000194,"Mace, Nancy",Republican,South Carolina,https://api.congress.gov/v3/member/M000194?format=json,1.0,,,2021,
330,L000273,"Leger Fernandez, Teresa",Democratic,New Mexico,https://api.congress.gov/v3/member/L000273?format=json,3.0,,,2021,
331,L000266,"LaTurner, Jake",Republican,Kansas,https://api.congress.gov/v3/member/L000266?format=json,2.0,,,2021,
332,J000305,"Jacobs, Sara",Democratic,California,https://api.congress.gov/v3/member/J000305?format=json,51.0,,,2021,
333,J000304,"Jackson, Ronny",Republican,Texas,https://api.congress.gov/v3/member/J000304?format=json,13.0,,,2021,
334,H001091,"Hinson, Ashley",Republican,Iowa,https://api.congress.gov/v3/member/H001091?format=json,2.0,,,2021,
335,H001086,"Harshbarger, Diana",Republican,Tennessee,https://api.congress.gov/v3/member/H001086?format=json,1.0,,,2021,
336,G000597,"Garbarino, Andrew R.",Republican,New York,https://api.congress.gov/v3/member/G000597?format=json,2.0,,,2021,
337,G000596,"Greene, Marjorie Taylor",Republican,Georgia,https://api.congress.gov/v3/member/G000596?format=json,14.0,,,2021,
338,G000595,"Good, Bob",Republican,Virginia,https://api.congress.gov/v3/member/G000595?format=json,5.0,,,2021,
339,G000594,"Gonzales, Tony",Republican,Texas,https://api.congress.gov/v3/member/G000594?format=json,23.0,,,2021,
340,G000593,"Gimenez, Carlos A.",Republican,Florida,https://api.congress.gov/v3/member/G000593?format=json,28.0,,,2021,
341,F000472,"Franklin, C. Scott",Republican,Florida,https://api.congress.gov/v3/member/F000472?format=json,18.0,,,2021,
342,F000471,"Fitzgerald, Scott",Republican,Wisconsin,https://api.congress.gov/v3/member/F000471?format=json,5.0,,,2021,
343,F000470,"Fischbach, Michelle",Republican,Minnesota,https://api.congress.gov/v3/member/F000470?format=json,7.0,,,2021,
344,F000446,"Feenstra, Randy",Republican,Iowa,https://api.congress.gov/v3/member/F000446?format=json,4.0,,,2021,
345,F000246,"Fallon, Pat",Republican,Texas,https://api.congress.gov/v3/member/F000246?format=json,4.0,,,2021,
346,D000032,"Donalds, Byron",Republican,Florida,https://api.congress.gov/v3/member/D000032?format=json,19.0,,,2021,
347,C001116,"Clyde, Andrew S.",Republican,Georgia,https://api.congress.gov/v3/member/C001116?format=json,9.0,,,2021,
348,C001039,"Cammack, Kat",Republican,Florida,https://api.congress.gov/v3/member/C001039?format=json,3.0,,,2021,
349,B001224,"Bush, Cori",Democratic,Missouri,https://api.congress.gov/v3/member/B001224?format=json,1.0,,,2021,
350,B001223,"Bowman, Jamaal",Democratic,New York,https://api.congress.gov/v3/member/B001223?format=json,16.0,,,2021,
351,B000825,"Boebert, Lauren",Republican,Colorado,https://api.congress.gov/v3/member/B000825?format=json,3.0,,,2021,
352,B000740,"Bice, Stephanie I.",Republican,Oklahoma,https://api.congress.gov/v3/member/B000740?format=json,5.0,,,2021,
353,B000668,"Bentz, Cliff",Republican,Oregon,https://api.congress.gov/v3/member/B000668?format=json,2.0,,,2021,
354,A000148,"Auchincloss, Jake",Democratic,Massachusetts,https://api.congress.gov/v3/member/A000148?format=json,4.0,,,2021,
355,H001092,"Hall, Kwanza",Democratic,Georgia,https://api.congress.gov/v3/member/H001092?format=json,5.0,,,2020,2021
356,T000165,"Tiffany, Thomas P.",Republican,Wisconsin,https://api.congress.gov/v3/member/T000165?format=json,7.0,,,2020,
357,G000061,"Garcia, Mike",Republican,California,https://api.congress.gov/v3/member/G000061?format=json,27.0,,,2020,
358,G000290,"Goodling, George A.",Republican,Pennsylvania,https://api.congress.gov/v3/member/G000290?format=json,19.0,,,1961,1965
359,B001311,"Bishop, Dan",Republican,North Carolina,https://api.congress.gov/v3/member/B001311?format=json,8.0,,,2019,
360,M001210,"Murphy, Gregory",Republican,North Carolina,https://api.congress.gov/v3/member/M001210?format=json,3.0,,,2019,
361,G000592,"Golden, Jared F.",Democratic,Maine,https://api.congress.gov/v3/member/G000592?format=json,2.0,,,2019,
362,M001205,"Miller, Carol D.",Republican,West Virginia,https://api.congress.gov/v3/member/M001205?format=json,1.0,,,2019,
363,S001213,"Steil, Bryan",Republican,Wisconsin,https://api.congress.gov/v3/member/S001213?format=json,1.0,,,2019,
364,S001216,"Schrier, Kim",Democratic,Washington,https://api.congress.gov/v3/member/S001216?format=json,8.0,,,2019,
365,W000825,"Wexton, Jennifer",Democratic,Virginia,https://api.congress.gov/v3/member/W000825?format=json,10.0,,,2019,
366,S001209,"Spanberger, Abigail Davis",Democratic,Virginia,https://api.congress.gov/v3/member/S001209?format=json,7.0,,,2019,
367,C001118,"Cline, Ben",Republican,Virginia,https://api.congress.gov/v3/member/C001118?format=json,6.0,,,2019,
368,R000611,"Riggleman, Denver",Republican,Virginia,https://api.congress.gov/v3/member/R000611?format=json,5.0,,,2019,2021
369,M001209,"McAdams, Ben",Democratic,Utah,https://api.congress.gov/v3/member/M001209?format=json,4.0,,,2019,2021
370,A000376,"Allred, Colin Z.",Democratic,Texas,https://api.congress.gov/v3/member/A000376?format=json,32.0,,,2019,
371,G000587,"Garcia, Sylvia R.",Democratic,Texas,https://api.congress.gov/v3/member/G000587?format=json,29.0,,,2019,
372,R000614,"Roy, Chip",Republican,Texas,https://api.congress.gov/v3/member/R000614?format=json,21.0,,,2019,
373,E000299,"Escobar, Veronica",Democratic,Texas,https://api.congress.gov/v3/member/E000299?format=json,16.0,,,2019,
374,F000468,"Fletcher, Lizzie",Democratic,Texas,https://api.congress.gov/v3/member/F000468?format=json,7.0,,,2019,
375,G000589,"Gooden, Lance",Republican,Texas,https://api.congress.gov/v3/member/G000589?format=json,5.0,,,2019,
376,C001120,"Crenshaw, Dan",Republican,Texas,https://api.congress.gov/v3/member/C001120?format=json,2.0,,,2019,
377,G000590,"Green, Mark E.",Republican,Tennessee,https://api.congress.gov/v3/member/G000590?format=json,7.0,,,2019,
